Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount
Home,Home Improvements,8/14/2022,"LAKE PARK    ,FL",THE HOME DEPOT,"THE HOME DEPOT #0220 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$38.50 
Home,Home Improvements,7/9/2022,"W PALM BCH   ,FL",THE HOME DEPOT,"THE HOME DEPOT #6320 W PALM BCH   ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$4.88 
Home,Home Improvements,5/13/2022,"W PALM BCH   ,FL",THE HOME DEPOT,"THE HOME DEPOT #6320 W PALM BCH   ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$40.63 
Home,Home Improvements,5/11/2022,"W PALM BCH   ,FL",THE HOME DEPOT,"THE HOME DEPOT #6320 W PALM BCH   ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$19.16 
Home,Home Improvements,5/10/2022,"LAKE PARK    ,FL",THE HOME DEPOT,"THE HOME DEPOT #0220 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$32.10 
Home,Home Improvements,3/28/2022,"800-430-3376 ,GA",THE HOME DEPOT,"HOMEDEPOT.COM 800-430-3376 ,GA",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$32.07 
Home,Home Improvements,3/9/2022,"LAKE PARK    ,FL",LOWE'S,"LOWES #01720* LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$26.39 
Home,Home Improvements,2/25/2022,"LAKE PARK    ,FL",THE HOME DEPOT,"THE HOME DEPOT #0220 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$27.54 
Home,Home Improvements,1/28/2022,"LAKE PARK    ,FL",THE HOME DEPOT,"THE HOME DEPOT #0220 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$30.23 
Home,Household Services,2/12/2022,"561-8480673  ,FL",U HAUL,"U HAUL STORE 0078165 561-8480673  ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$70.05 
Miscellaneous,Other Miscellaneous,12/5/2022,"WWW.BTSOFFICI,CA",OFFICIAL BTS,"SP OFFICIAL BTS WWW.BTSOFFICI,CA",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$47.10 
Miscellaneous,Other Miscellaneous,11/26/2022,"630-776-3590 ,IL",BEYOND MENU,"BEYOND MENU  90674846 630-776-3590 ,IL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$17.66 
Miscellaneous,Other Miscellaneous,11/18/2022,"630-776-3590 ,IL",BEYOND MENU,"BEYOND MENU  90455698 630-776-3590 ,IL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$13.38 
Miscellaneous,Other Miscellaneous,11/12/2022,"35314369001  ,DF",NEO TOKYO,"PAYPAL *NEO TOKYO 35314369001  ,DF",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$54.21 
Miscellaneous,Other Miscellaneous,11/6/2022,"615-290-5236 ,TN",MIAMIGRILLN,"MIAMIGRILLN * 615-290-5236 ,TN",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$33.39 
Miscellaneous,Other Miscellaneous,10/28/2022,"630-776-3590 ,IL",BEYOND MENU,"BEYOND MENU  89817195 630-776-3590 ,IL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$16.26 
Miscellaneous,Other Miscellaneous,10/19/2022,"855-2536686  ,NC",LENOVO UNITED STATES,"Lenovo United States 855-2536686  ,NC",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$32.08 
Miscellaneous,Other Miscellaneous,10/17/2022,"THORNHILL    ,CD",OIL PERFUMERY,"SP OIL PERFUMERY THORNHILL    ,CD",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$94.65 
Miscellaneous,Other Miscellaneous,10/16/2022,"HTTPSSTORE.BE,CA",BETHEL MUSIC SHOP,"SP BETHEL MUSIC SHOP HTTPSSTORE.BE,CA",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$46.58 
Miscellaneous,Other Miscellaneous,10/13/2022,"949-524-4000 ,CA",CHIPOTLE ONLINE,"CHIPOTLE ONLINE 949-524-4000 ,CA",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$22.63 
Miscellaneous,Other Miscellaneous,8/16/2022,"HTTPSWWW.ERIN,FL",IMPROVEU SOLUTIONS,"IMPROVEU SOLUTIONS LLC HTTPSWWW.ERIN,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$47.00 
Miscellaneous,Other Miscellaneous,7/27/2022,"RIVIERA BEACH,FL",RIVIERA PETROLEUM AND FOO,"RIVIERA PETROLEUM AND FOO RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$53.46 
Miscellaneous,Other Miscellaneous,6/3/2022,"WWW.EVENTSHOP,TN",EVENTSHOP,"WWW.EVENTSHOP.COM WWW.EVENTSHOP,TN",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$25.22 
Miscellaneous,Other Miscellaneous,5/10/2022,"HTTPSWWW.ANGI,NY",PAY ANGI MAY,"PAY* ANGI-MAY10 HTTPSWWW.ANGI,NY",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$171.12 
Miscellaneous,Other Miscellaneous,5/10/2022,"HTTPSWWW.ANGI,NY",PAY ANGI MAY,"PAY* ANGI-MAY10 HTTPSWWW.ANGI,NY",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$85.56 
Miscellaneous,Other Miscellaneous,5/10/2022,"HTTPSWWW.ANGI,NY",PAY ANGI MAY,"PAY* ANGI-MAY10 HTTPSWWW.ANGI,NY",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$289.67 
Miscellaneous,Other Miscellaneous,4/15/2022,"WEST PALM BCH,FL",LA MICHOACANA NATURAL,"LA MICHOACANA NATURAL WEST PALM BCH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$4.25 
Miscellaneous,Other Miscellaneous,1/19/2022,"HTTPSWWW.PBA.,FL",P2P,"P2P HTTPSWWW.PBA.,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$20.00 
Miscellaneous,Other Miscellaneous,1/18/2022,"HTTPSWWW.PBA.,FL",P2P,"P2P HTTPSWWW.PBA.,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$20.00 
Miscellaneous,Other Miscellaneous,1/12/2022,"PALM BCH GDNS,FL",ZEERA INDIAN CUISINE,"ZEERA INDIAN CUISINE PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$82.04 
Personal Care,Hair Care/Beauty Supply,12/16/2022,"WEST PALM BEA,FL",BATH & BODY WORKS,"BATH AND BODY WORKS 5413 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$10.11 
Personal Care,Hair Care/Beauty Supply,12/10/2022,"LAKE PARK    ,FL",SUPERCUTS,"SUPERCUTS 83079 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$26.99 
Personal Care,Hair Care/Beauty Supply,11/28/2022,"PALM BCH GDNS,FL",SALLY BEAUTY,"SALLY BEAUTY #2456 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$1.70 
Personal Care,Hair Care/Beauty Supply,11/5/2022,"LAKE PARK    ,FL",SUPERCUTS,"SUPERCUTS 83079 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$26.99 
Personal Care,Hair Care/Beauty Supply,9/26/2022,"LAKE PARK    ,FL",SUPERCUTS,"SUPERCUTS 83079 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$26.99 
Personal Care,Hair Care/Beauty Supply,8/6/2022,"LAKE PARK    ,FL",SUPERCUTS,"SUPERCUTS 83079 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$23.99 
Personal Care,Hair Care/Beauty Supply,6/5/2022,"RIVIERA BEACH,FL",ROYALS,"ROYALS PLAZA INC RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$39.01 
Personal Care,Hair Care/Beauty Supply,4/19/2022,"WEST PALM BEA,FL",PALM BEACH TAN,"PBAU POD EXPRESS WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$3.19 
Personal Care,Hair Care/Beauty Supply,3/11/2022,"LAKE PARK    ,FL",SUPERCUTS,"SUPERCUTS 83079 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$20.99 
Shopping,Clothing/Accessories,12/22/2022,"PALM BEACH GA,FL",ALTAR'D STATE,"ALTAR'D STATE #219 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$96.22 
Shopping,Clothing/Accessories,5/11/2022,"LAS VEGAS    ,NV",HEY DUDE,"HEY DUDE 4 LAS VEGAS    ,NV",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,($115.47)
Shopping,Clothing/Accessories,4/17/2022,"012-345-6789 ,NV",HEY DUDE,"HEY DUDE 4 012-345-6789 ,NV",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$115.47 
Shopping,Clothing/Accessories,3/18/2022,"WEST PALM BEA,FL",WPB THRIFT,"WPB THRIFT INC WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$7.23 
Shopping,Electronics/Software,10/28/2022,"LAKE WORTH   ,FL",INTERNATIONAL MARKET,"INTERNATIONAL MARKET LAKE WORTH   ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$8.54 
Shopping,Electronics/Software,10/12/2022,"OMAHA        ,NE",HUNGRY 4FOOD,"HUNGRY 4FOOD.COM OMAHA        ,NE",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$62.06 
Shopping,Electronics/Software,2/5/2022,"OMAHA        ,NE",HUNGRY4FOOD COM,"HUNGRY4FOOD COM OMAHA        ,NE",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$85.60 
Shopping,Toys/Hobbies,2/18/2022,"LAKE PARK    ,FL",HOBBY LOBBY,"HOBBY LOBBY #795 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$39.76 
Shopping,Other Shopping,12/27/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$26.07 
Shopping,Other Shopping,12/22/2022,"LAKE PARK    ,FL",FAMILY DOLLAR,"FAMILY DOLLAR #7634 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$7.49 
Shopping,Other Shopping,12/17/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$59.85 
Shopping,Other Shopping,12/12/2022,"LANTANA      ,FL",COSTCO,"COSTCO WHSE #0180 LANTANA      ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$81.26 
Shopping,Other Shopping,12/11/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$44.91 
Shopping,Other Shopping,12/3/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,($68.35)
Shopping,Other Shopping,12/3/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$100.74 
Shopping,Other Shopping,12/3/2022,"LAKE PARK    ,FL",WALMART,"WAL-MART #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$1.26 
Shopping,Other Shopping,12/2/2022,"Amzn.com/bill,WA",AMAZON,"AMZN Mktp US*LA9XP5P13 Amzn.com/bill,WA",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$21.39 
Shopping,Other Shopping,12/1/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$68.35 
Shopping,Other Shopping,11/28/2022,"LAKE PARK    ,FL",WALMART,"WAL-MART #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$6.34 
Shopping,Other Shopping,11/25/2022,"LAKE PARK    ,FL",KOHL'S,"KOHL'S #1287 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,($40.02)
Shopping,Other Shopping,11/25/2022,"LAKE PARK    ,FL",WALMART,"WAL-MART #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,($10.70)
Shopping,Other Shopping,11/23/2022,"LAKE PARK    ,FL",KOHL'S,"KOHL'S #1287 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$40.02 
Shopping,Other Shopping,11/23/2022,"LAKE PARK    ,FL",WALMART,"WAL-MART #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$10.70 
Shopping,Other Shopping,11/23/2022,"LAKE PARK    ,FL",WALMART,"WM SUPERCENTER #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,($16.05)
Shopping,Other Shopping,11/18/2022,"LAKE PARK    ,FL",WALMART,"WAL-MART #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$16.05 
Shopping,Other Shopping,11/14/2022,"LAKE PARK    ,FL",WALMART,"WAL-MART #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,($20.20)
Shopping,Other Shopping,11/13/2022,"LAKE PARK    ,FL",WALMART,"WM SUPERCENTER #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$20.20 
Shopping,Other Shopping,11/12/2022,"WEST PALM BEA,FL",TARGET,"TARGET        00019414 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$154.73 
Shopping,Other Shopping,11/3/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$3.73 
Shopping,Other Shopping,11/3/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$19.25 
Shopping,Other Shopping,10/15/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$9.61 
Shopping,Other Shopping,10/15/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$71.62 
Shopping,Other Shopping,9/22/2022,"LAKE PARK    ,FL",FAMILY DOLLAR,"FAMILY DOLLAR #7634 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$2.14 
Shopping,Other Shopping,8/27/2022,"WEST PALM BEA,FL",TARGET,"TARGET        00019414 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$13.84 
Shopping,Other Shopping,8/26/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$3.73 
Shopping,Other Shopping,8/26/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$244.21 
Shopping,Other Shopping,8/26/2022,"WEST PALM BEA,FL",TARGET,"TARGET        00024273 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$66.95 
Shopping,Other Shopping,8/14/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$5.34 
Shopping,Other Shopping,8/14/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$220.22 
Shopping,Other Shopping,8/11/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$5.86 
Shopping,Other Shopping,8/11/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$162.54 
Shopping,Other Shopping,7/29/2022,"LAKE PARK    ,FL",WALMART,"WAL-MART #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$105.39 
Shopping,Other Shopping,7/26/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$39.49 
Shopping,Other Shopping,7/19/2022,"WEST PALM BEA,FL",TARGET,"TARGET        00019414 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$121.43 
Shopping,Other Shopping,7/15/2022,"LAKE WORTH   ,FL",WALMART,"WAL-MART #1398 LAKE WORTH   ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$33.13 
Shopping,Other Shopping,7/9/2022,"LANTANA      ,FL",COSTCO,"COSTCO WHSE #0180 LANTANA      ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$40.04 
Shopping,Other Shopping,7/9/2022,"WEST PALM BEA,FL",FIVE BELOW,"FIVE BELOW # 6051 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$21.40 
Shopping,Other Shopping,6/20/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$136.71 
Shopping,Other Shopping,6/14/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$11.99 
Shopping,Other Shopping,6/14/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,($100.50)
Shopping,Other Shopping,6/12/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$6.41 
Shopping,Other Shopping,6/12/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$230.98 
Shopping,Other Shopping,6/8/2022,"AMZN.COM/BILL,WA",AMAZON,"AMAZON.COM*782JR6BP3 AMZN AMZN.COM/BILL,WA",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$31.02 
Shopping,Other Shopping,6/8/2022,"Amzn.com/bill,WA",AMAZON,"AMZN Mktp US*NG7QH5AK3 Amzn.com/bill,WA",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$50.24 
Shopping,Other Shopping,6/8/2022,"RIVIERA BEACH,FL",DD'S DISCOUNTS,"DD'S DISCOUNT #5115 RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$4.27 
Shopping,Other Shopping,5/26/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$23.52 
Shopping,Other Shopping,5/19/2022,"LAKE PARK    ,FL",WALMART,"WM SUPERCENTER #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$61.34 
Shopping,Other Shopping,5/14/2022,"PALM BEACH GA,FL",FIVE BELOW,"FIVE BELOW 927 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$42.80 
Shopping,Other Shopping,5/13/2022,"WEST PALM BEA,FL",FIVE BELOW,"FIVE BELOW # 6051 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$46.38 
Shopping,Other Shopping,5/9/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$91.26 
Shopping,Other Shopping,5/1/2022,"WEST PALM BEA,FL",TARGET,"TARGET        00024273 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,($35.30)
Shopping,Other Shopping,4/28/2022,"WEST PALM BEA,FL",TARGET,"TARGET        00024273 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$72.75 
Shopping,Other Shopping,4/25/2022,"AMZN.COM/BILL,WA",AMAZON,"AMZN MKTP US*1O7XN7B02 AM AMZN.COM/BILL,WA",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$94.12 
Shopping,Other Shopping,4/21/2022,"RIVIERA BEACH,FL",DOLLAR GENERAL,"DOLLAR GENERAL #17116 RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$2.41 
Shopping,Other Shopping,4/17/2022,"LAKE PARK    ,FL",WALMART,"WM SUPERCENTER #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$56.51 
Shopping,Other Shopping,3/28/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$89.39 
Shopping,Other Shopping,3/18/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$188.97 
Shopping,Other Shopping,3/13/2022,"RIVIERA BEACH,FL",DOLLAR GENERAL,"DOLLAR GENERAL #17116 RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$25.57 
Shopping,Other Shopping,3/9/2022,"NORTH PALM BE,FL",DOLLAR TREE,"DOLLARTREE NORTH PALM BE,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$13.11 
Shopping,Other Shopping,3/9/2022,"WEST PALM BEA,FL",TARGET,"TARGET        00019414 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$112.61 
Shopping,Other Shopping,3/4/2022,"PALM BEACH GA,FL",BED BATH & BEYOND,"BED BATH & BEYOND #273 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,($12.83)
Shopping,Other Shopping,3/4/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$9.63 
Shopping,Other Shopping,3/4/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$90.91 
Shopping,Other Shopping,3/4/2022,"LAKE PARK    ,FL",WALMART,"WAL-MART #3348 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$139.89 
Shopping,Other Shopping,2/21/2022,"RIVIERA BEACH,FL",DOLLAR GENERAL,"DOLLAR GENERAL #17116 RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$3.75 
Shopping,Other Shopping,2/18/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$13.90 
Shopping,Other Shopping,2/18/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$193.74 
Shopping,Other Shopping,2/18/2022,"WEST PALM BEA,FL",TARGET,"TARGET        00019414 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$44.93 
Shopping,Other Shopping,2/12/2022,"RIVIERA BEACH,FL",DOLLAR GENERAL,"DOLLAR GENERAL #17116 RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$48.33 
Shopping,Other Shopping,2/11/2022,"LAKE PARK    ,FL",FAMILY DOLLAR,"FAMILY DOLLAR #7634 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$17.39 
Shopping,Other Shopping,2/10/2022,"PALM BEACH GA,FL",BED BATH & BEYOND,"BED BATH & BEYOND #273 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$36.35 
Shopping,Other Shopping,1/28/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$64.15 
Shopping,Other Shopping,1/15/2022,"PALM BEACH GA,WA",AMAZON,"AmazonStores PALM BEACH GA,WA",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$75.00 
Shopping,Other Shopping,1/15/2022,"LAKE PARK    ,FL",FAMILY DOLLAR,"FAMILY DOLLAR #7634 LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$1.07 
Shopping,Other Shopping,1/8/2022,"PALM BEACH GA,FL",COSTCO,"COSTCO WHSE #0093 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$313.53 
Travel,Bus/Train,8/23/2022,"WEST PALM BEA,FL",AMTRAK,"CITY OF WPB PARKING GARAG WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$5.00 
Credit Card/Loan Payments,Car Payments,11/12/2022,"LAKE PARK    ,FL",TOYOTA,"EARL STEWART TOYOTA NORT LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$243.93 
Credit Card/Loan Payments,Car Payments,10/29/2022,"LAKE PARK    ,FL",TOYOTA,"EARL STEWART TOYOTA NORT LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$388.76 
Credit Card/Loan Payments,Car Payments,7/10/2022,"LAKE PARK    ,FL",TOYOTA,"EARL STEWART TOYOTA NORT LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$28.76 
Credit Card/Loan Payments,Car Payments,1/8/2022,"LAKE PARK    ,FL",TOYOTA,"EARL STEWART TOYOTA NORT LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$114.35 
Credit Card/Loan Payments,Loan/Line of Credit Payments,9/10/2022,"800-844-2843 ,MN",DIGITAL FEDERAL CREDIT UNION,"DCU*YOUR CHECK ORDER 800-844-2843 ,MN",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$11.98 
